,id,address,tower_name,building_type,rooms,garages,useful_area,latitude,longitude,point_estimate,minimum_estimate,maximum_estimate
12457,12457,"Rua Alvaro Rodrigues, 182",Torre única,Conjunto,-1,1,42,-23.62153900,-46.68688000,-1,-1,-1
12458,12458,"Rua Alvaro Rodrigues, 270",Torre única,Apartamento,4,2,160,-23.62126060,-46.68779650,2225220,1846940,2625760
12459,12459,"Rua Álvaro Rodrigues, 295",Torre única,Apartamento,1,1,39,-23.62149180,-46.68818740,-1,-1,-1
12460,12460,"Rua Álvaro Rodrigues, 295",Torre única,Apartamento,2,1,60,-23.62149180,-46.68818740,-1,-1,-1
12461,12461,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.57279480,-46.53750140,-1,-1,-1
12462,12462,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.57279480,-46.53750140,-1,-1,-1
12463,12463,"Rua Alves Guimarães, 1120",Torre única,Apartamento,1,1,30,-23.55320270,-46.68000710,-1,-1,-1
12464,12464,"Rua Alves Guimarães, 1120",Torre única,Apartamento,1,1,43,-23.55320270,-46.68000710,-1,-1,-1
12465,12465,"Rua Alves Guimarães, 1120",Torre única,Apartamento,2,2,65,-23.55320270,-46.68000710,-1,-1,-1
12466,12466,"Rua Alves Guimarães, 1120",Torre única,Apartamento,2,2,82,-23.55320270,-46.68000710,-1,-1,-1
12467,12467,"Rua Alves Guimarães, 1120",Torre única,Apartamento,2,2,118,-23.55320270,-46.68000710,-1,-1,-1
12468,12468,"Rua Alves Guimarães, 1122",Torre única,Conjunto,-1,2,53,-23.55318740,-46.68001800,-1,-1,-1
12469,12469,"Rua Alves Guimarães, 1122",Torre única,Conjunto,-1,2,57,-23.55318740,-46.68001800,-1,-1,-1
12470,12470,"Rua Alves Guimarães, 1122",Torre única,Conjunto,-1,2,68,-23.55318740,-46.68001800,-1,-1,-1
12471,12471,"Rua Alves Guimarães, 1122",Torre única,Conjunto,-1,2,71,-23.55318740,-46.68001800,-1,-1,-1
12472,12472,"Rua Alves Guimarães, 1122",Torre única,Conjunto,-1,2,77,-23.55318740,-46.68001800,-1,-1,-1
12473,12473,"Rua Alves Guimarães, 1122",Torre única,Conjunto,-1,3,130,-23.55318740,-46.68001800,-1,-1,-1
12474,12474,"Rua Alves Guimarães, 1122",Torre única,Conjunto,-1,4,188,-23.55318740,-46.68001800,-1,-1,-1
12475,12475,"Rua Alves Guimarães, 1122",Torre única,Conjunto,-1,-1,309,-23.55318740,-46.68001800,-1,-1,-1
12476,12476,"Rua Alves Guimarães, 1122",Torre única,Conjunto,-1,-1,634,-23.55318740,-46.68001800,-1,-1,-1
12477,12477,"Rua Alves Guimaraes, 1133",Torre única,Apartamento,3,2,93,-23.55306330,-46.68030780,1159770,962607,1368530
12478,12478,"Rua Alves Guimaraes, 1163",Torre única,Apartamento,2,1,91,-23.55310280,-46.68051270,726755,617742,835768
12479,12479,"Rua Alves Guimaraes, 1185",Torre única,Apartamento,3,2,133,-23.55276200,-46.68045920,969400,853072,1095420
12480,12480,"Rua Alves Guimaraes, 1185",Torre única,Cobertura,4,3,243,-23.55276200,-46.68045920,1771160,1558620,2001410
12481,12481,"Rua Alves Guimaraes, 1211",Torre única,Apartamento,3,1,98,-23.55262620,-46.68057570,948096,786920,1118750
12482,12482,"Rua Alves Guimaraes, 1217",Torre única,Apartamento,2,1,53,-23.55253410,-46.68052620,644566,547881,741250
12483,12483,"Rua Alves Guimaraes, 1217",Torre única,Cobertura,2,2,105,-23.55253410,-46.68052620,1276970,1085420,1468510
12484,12484,"Rua Alves Guimaraes, 1255",Torre única,Apartamento,2,-1,66,-23.55229030,-46.68078430,410717,349110,472325
12485,12485,"Rua Alves Guimaraes, 1292",Torre única,Apartamento,2,2,56,-23.55172670,-46.68098070,596615,507122,686107
12486,12486,"Rua Alves Guimaraes, 1317",Torre única,Apartamento,2,1,80,-23.55162630,-46.68125780,593377,504371,682384
12487,12487,"Rua Alves Guimaraes, 1354",Torre única,Apartamento,2,1,52,-23.55122810,-46.68133330,648472,538232,765197
12488,12488,"Rua Alves Guimarães, 1398",Torre única,Apartamento,1,1,35,-23.55090040,-46.68150500,-1,-1,-1
12489,12489,"Rua Alves Guimarães, 1450",Torre única,Apartamento,1,-1,26,-23.55049690,-46.68177540,-1,-1,-1
12490,12490,"Rua Alves Guimarães, 1450",Torre única,Apartamento,1,-1,28,-23.55049690,-46.68177540,-1,-1,-1
12491,12491,"Rua Alves Guimarães, 1450",Torre única,Apartamento,2,1,56,-23.55049690,-46.68177540,-1,-1,-1
12492,12492,"Rua Alves Guimarães, 1450",Torre única,Apartamento,2,1,57,-23.55049690,-46.68177540,-1,-1,-1
12493,12493,"Rua Alves Guimarães, 1450",Torre única,Apartamento,2,1,58,-23.55049690,-46.68177540,-1,-1,-1
12494,12494,"Rua Alves Guimarães, 1450",Torre única,Apartamento,2,1,59,-23.55049690,-46.68177540,-1,-1,-1
12495,12495,"Rua Alves Guimarães, 1450",Torre única,Apartamento,2,1,60,-23.55049690,-46.68177540,-1,-1,-1
12496,12496,"Rua Alves Guimarães, 1450",Torre única,Apartamento,2,1,62,-23.55049690,-46.68177540,-1,-1,-1
12497,12497,"Rua Alves Guimarães, 1450",Torre única,Apartamento,2,1,63,-23.55049690,-46.68177540,-1,-1,-1
12498,12498,"Rua Alves Guimarães, 1450",Torre única,Apartamento,2,1,75,-23.55049690,-46.68177540,-1,-1,-1
12499,12499,"Rua Alves Guimarães, 1450",Torre única,Apartamento,2,1,82,-23.55049690,-46.68177540,-1,-1,-1
12500,12500,"Rua Alves Guimarães, 1450",Torre única,Apartamento,2,1,90,-23.55049690,-46.68177540,-1,-1,-1
12501,12501,"Rua Alves Guimarães, 1450",Torre única,Apartamento,2,1,96,-23.55049690,-46.68177540,-1,-1,-1
12502,12502,"Rua Alves Guimaraes, 150",Torre única,Apartamento,1,2,42,-23.56053330,-46.67454470,550722,468114,633330
12503,12503,"Rua Alves Guimaraes, 218",Torre única,Apartamento,3,1,175,-23.55995900,-46.67502500,1752860,1489930,2015790
12504,12504,"Rua Alves Guimarães, 237",Torre única,Apartamento,4,3,131,-23.56008830,-46.67532910,1477300,1255700,1698890
12505,12505,"Rua Alves Guimaraes, 265",Torre única,Apartamento,4,3,189,-23.55974810,-46.67546760,2460980,2091840,2830130
12506,12506,"Rua Alves Guimaraes, 265",Torre única,Cobertura,4,-1,374,-23.55974810,-46.67546760,4869880,4139400,5600360
12507,12507,"Rua Alves Guimaraes, 367",Torre única,Apartamento,4,4,176,-23.55917330,-46.67586350,2315150,1967880,2662420
12508,12508,"Rua Alves Guimaraes, 367",Torre única,Cobertura,4,4,235,-23.55917330,-46.67586350,3091250,2627560,3554940
12509,12509,"Rua Alves Guimarães, 370",Torre única,Apartamento,2,2,65,-23.55914660,-46.67583750,969282,804504,1143750
12510,12510,"Rua Alves Guimaraes, 385",Torre única,Apartamento,2,1,84,-23.55887890,-46.67620510,774295,658151,890439
12511,12511,"Rua Alves Guimaraes, 408",Torre única,Apartamento,2,1,80,-23.55871330,-46.67618830,998047,828379,1177700
12512,12512,"Rua Alves Guimaraes, 426",Torre única,Apartamento,1,1,40,-23.55849520,-46.67620960,555859,472480,639238
12513,12513,"Rua Alves Guimaraes, 426",Torre única,Apartamento,2,1,62,-23.55849520,-46.67620960,861581,732344,990819
12514,12514,"Rua Alves Guimaraes, 426",Torre única,Cobertura,2,1,100,-23.55849520,-46.67620960,1389650,1181200,1598090
12515,12515,"Rua Alves Guimaraes, 461",Torre única,Apartamento,2,1,79,-23.55830540,-46.67659010,815543,693212,937875
12516,12516,"Rua Alves Guimaraes, 470",Torre única,Apartamento,3,2,90,-23.55806710,-46.67644890,1103380,937872,1268890
12517,12517,"Rua Alves Guimaraes, 470",Torre única,Cobertura,2,4,183,-23.55806710,-46.67644890,2243540,1907010,2580070
12518,12518,"Rua Alves Guimaraes, 485",Torre única,Apartamento,2,1,66,-23.55816180,-46.67672540,653422,522738,784107
12519,12519,"Rua Alves Guimaraes, 511",Torre única,Apartamento,2,1,80,-23.55786020,-46.67684220,672945,572004,773887
12520,12520,"Rua Alves Guimaraes, 518",Torre única,Apartamento,2,1,49,-23.55777690,-46.67655350,553697,470642,636751
12521,12521,"Rua Alves Guimaraes, 525",Torre única,Apartamento,2,-1,65,-23.55794560,-46.67702400,810913,673058,956877
12522,12522,"Rua Alves Guimaraes, 55",Torre única,Apartamento,3,1,112,-23.56137700,-46.67429300,1397270,1159730,1648770
12523,12523,"Rua Alves Guimaraes, 623",Torre única,Apartamento,3,2,95,-23.55717810,-46.67753220,1028100,873881,1182310
12524,12524,"Rua Alves Guimaraes, 623",Torre única,Cobertura,3,3,180,-23.55717810,-46.67753220,1947970,1655780,2240170
12525,12525,"Rua Alves Guimaraes, 642",Torre única,Apartamento,2,1,60,-23.55680950,-46.67733550,700630,595536,805725
12526,12526,"Rua Alves Guimaraes, 642",Torre única,Cobertura,2,2,160,-23.55680950,-46.67733550,1868350,1588100,2148600
12527,12527,"Rua Alves Guimaraes, 643",Torre única,Apartamento,1,1,43,-23.55696750,-46.67768290,522852,444424,601280
12528,12528,"Rua Alves Guimaraes, 682",Torre única,Apartamento,4,2,135,-23.55653130,-46.67760940,1684200,1397890,1987360
12529,12529,"Rua Alves Guimaraes, 682",Torre única,Cobertura,3,3,217,-23.55653130,-46.67760940,2707200,2246980,3194500
12530,12530,"Rua Alves Guimaraes, 689",Torre única,Apartamento,3,2,93,-23.55666830,-46.67779170,809160,687786,930534
12531,12531,"Rua Alves Guimaraes, 689",Torre única,Cobertura,3,3,220,-23.55666830,-46.67779170,1914140,1627020,2201260
12532,12532,"Rua Alves Guimaraes, 718",Torre única,Apartamento,3,3,101,-23.55617640,-46.67759260,1355060,1151800,1558320
12533,12533,"Rua Alves Guimaraes, 718",Torre única,Cobertura,3,2,202,-23.55617640,-46.67759260,2710130,2303610,3116650
12534,12534,"Rua Alves Guimaraes, 733",Torre única,Apartamento,2,1,75,-23.55617690,-46.67800740,714542,607361,821723
12535,12535,"Rua Alves Guimaraes, 733",Torre única,Apartamento,3,2,98,-23.55617690,-46.67800740,933668,793618,1073720
12536,12536,"Rua Alves Guimaraes, 855",Torre única,Apartamento,4,2,150,-23.55533280,-46.67895800,1929450,1640030,2218870
12537,12537,"Rua Alves Guimaraes, 855",Torre única,Cobertura,4,3,250,-23.55533280,-46.67895800,3215750,2733390,3698110
12538,12538,"Rua Alves Guimaraes, 856",Torre única,Apartamento,2,1,63,-23.55511680,-46.67857440,606790,515771,697808
12539,12539,"Rua Alves Guimaraes, 856",Torre única,Apartamento,3,2,130,-23.55511680,-46.67857440,1252110,1064290,1439920
12540,12540,"Rua Alves Guimaraes, 86",Torre única,Apartamento,2,1,72,-23.56107530,-46.67441700,898242,745541,1059930
12541,12541,"Rua Alves Guimaraes, 866",Torre única,Apartamento,2,1,76,-23.55490300,-46.67873320,734322,624174,844470
12542,12542,"Rua Alves Guimaraes, 866",Torre única,Cobertura,3,2,170,-23.55490300,-46.67873320,1642560,1396180,1888950
12543,12543,"Rua Alves Guimaraes, 882",Torre única,Apartamento,2,1,80,-23.55473400,-46.67879970,831682,706930,956435
12544,12544,"Rua Alves Guimaraes, 896",Torre única,Apartamento,2,1,73,-23.55456470,-46.67894710,722725,578180,867270
12545,12545,"Rua Alves Guimaraes, 911",Torre única,Apartamento,3,2,129,-23.55479600,-46.67897910,1305920,1110030,1501800
12546,12546,Giovanni Bellini,Ville Renaissance,Apartamento,2,2,129,-23.55472440,-46.67902660,-1,-1,-1
12547,12547,"Rua Alves Guimaraes, 960",Torre única,Apartamento,2,2,75,-23.55429920,-46.67911270,935669,776605,1104090
12548,12548,"Rua Alves Guimaraes, 960",Torre única,Cobertura,3,2,140,-23.55429920,-46.67911270,1746580,1449660,2060970
12549,12549,"Rua Alves Guimaraes, 980",Torre única,Apartamento,2,2,88,-23.55409880,-46.67929970,884346,751694,1017000
12550,12550,Torre 2,Quality Suites Long Stay Vila Olimpia,Apartamento,2,1,52,-23.59985230,-46.68331090,738305,627560,849051
12551,12551,Torre 2,Quality Suites Long Stay Vila Olimpia,Apartamento,2,1,54,-23.59985230,-46.68331090,766702,651696,881707
12552,12552,"Rua Alvorada, 1106",Torre única,Apartamento,2,1,55,-23.59890090,-46.68278660,663631,564086,763176
12553,12553,"Rua Alvorada, 1151",Torre única,Conjunto,-1,1,148,-23.59857090,-46.68304170,-1,-1,-1
12554,12554,"Rua Alvorada, 1151",Torre única,Conjunto,-1,1,313,-23.59857090,-46.68304170,-1,-1,-1
12555,12555,"Rua Alvorada, 1151",Torre única,Conjunto,-1,1,372,-23.59857090,-46.68304170,-1,-1,-1
12556,12556,"Rua Alvorada, 1217",Torre única,Apartamento,3,2,80,-23.59797180,-46.68306040,-1,-1,-1
12557,12557,"Rua Alvorada, 1217",Torre única,Apartamento,3,2,82,-23.59797180,-46.68306040,-1,-1,-1
12558,12558,"Rua Alvorada, 1217",Torre única,Apartamento,3,2,83,-23.59797180,-46.68306040,-1,-1,-1
12559,12559,"Rua Alvorada, 1281",Torre única,Conjunto,-1,2,38,-23.59697690,-46.68306800,-1,-1,-1
12560,12560,"Rua Alvorada, 1281",Torre única,Conjunto,-1,3,820,-23.59697690,-46.68306800,-1,-1,-1
12561,12561,"Rua Alvorada, 48",Torre única,Conjunto,-1,-1,40,-23.60499570,-46.67561840,-1,-1,-1
12562,12562,"Rua Alvorada, 64",Torre única,Conjunto,-1,-1,40,-23.60491520,-46.67594270,-1,-1,-1
12563,12563,"Rua Alvorada, 676",Torre única,Apartamento,1,1,25,-23.60197290,-46.68093470,-1,-1,-1
12564,12564,"Rua Alvorada, 676",Torre única,Apartamento,1,1,27,-23.60197290,-46.68093470,-1,-1,-1
12565,12565,"Rua Alvorada, 676",Torre única,Apartamento,2,1,60,-23.60197290,-46.68093470,-1,-1,-1
12566,12566,"Rua Alvorada, 676",Torre única,Apartamento,3,1,86,-23.60197290,-46.68093470,-1,-1,-1
12567,12567,"Rua Alvorada, 676",Torre única,Apartamento,3,1,156,-23.60197290,-46.68093470,-1,-1,-1
12568,12568,"Rua Alvorada, 896",Torre única,Apartamento,4,3,135,-23.60055280,-46.68237350,-1,-1,-1
12569,12569,"Pc. Amadeu Amaral, 116",Torre única,Apartamento,3,2,125,-23.56872300,-46.64399200,1149030,976674,1321380
12570,12570,"Pc. Amadeu Amaral, 116",Torre única,Apartamento,3,1,200,-23.56872300,-46.64399200,1838450,1562680,2114210
12571,12571,Torre 1,TORRE 1,Apartamento,4,2,350,-23.56858140,-46.64445790,2214500,1882320,2546670
12572,12572,Torre 1,TORRE 2,Apartamento,3,1,140,-23.56858140,-46.64445790,1450130,1203610,1711150
12573,12573,1,Parque San Domenico,Apartamento,2,1,41,-23.44011040,-46.72939400,-1,-1,-1
12574,12574,1,Parque San Domenico,Apartamento,2,1,42,-23.44011040,-46.72939400,-1,-1,-1
12575,12575,"Rua Amador Bueno, 328",Torre única,Conjunto,-1,-1,100,-23.65222800,-46.71109900,-1,-1,-1
12576,12576,"Rua Amador Bueno, 328",Torre única,Conjunto,-1,-1,250,-23.65222800,-46.71109900,-1,-1,-1
12577,12577,"Av. Amador Bueno da Veiga, 1230",Torre única,Conjunto,-1,-1,30,-23.52328290,-46.53311230,-1,-1,-1
12578,12578,"Av. Amador Bueno da Veiga, 1230",Torre única,Conjunto,-1,-1,631,-23.52328290,-46.53311230,-1,-1,-1
12579,12579,"Rua Amalia de Noronha, 151",Torre única,Conjunto,-1,-1,100,-23.55151740,-46.67931380,-1,-1,-1
12580,12580,"Rua Amália de Noronha, 525",Torre única,Apartamento,1,1,99,-23.55331800,-46.68247900,-1,-1,-1
12581,12581,"Rua Amália de Noronha, 525",Torre única,Apartamento,1,2,162,-23.55331800,-46.68247900,-1,-1,-1
12582,12582,"Rua Amalia Noronha, 110",Torre única,Apartamento,-1,-1,-1,-23.55090310,-46.67914890,-1,-1,-1
12583,12583,"Rua Amalia Noronha, 355",Torre única,Apartamento,2,1,69,-23.55233620,-46.68116920,654853,556625,753081
12584,12584,"Rua Amalia Noronha, 383",Torre única,Apartamento,2,-1,72,-23.55247120,-46.68134370,576196,489767,662625
12585,12585,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.52539140,-46.59084590,-1,-1,-1
12586,12586,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.52539140,-46.59084590,-1,-1,-1
12587,12587,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.52324820,-46.58927900,-1,-1,-1
12588,12588,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.52324820,-46.58927900,-1,-1,-1
12589,12589,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.50189230,-46.61384990,-1,-1,-1
12590,12590,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.50189230,-46.61384990,-1,-1,-1
12591,12591,"Rua Amapá, 116",Torre única,Apartamento,2,1,59,-23.56984010,-46.57078200,-1,-1,-1
12592,12592,"Rua Amapá, 116",Torre única,Apartamento,3,2,74,-23.56984010,-46.57078200,-1,-1,-1
12593,12593,Torre 2,Giro Vila Matilde,Apartamento,2,1,47,-23.53561750,-46.52137160,-1,-1,-1
12594,12594,Torre 2,Giro Vila Matilde,Apartamento,2,1,51,-23.53561750,-46.52137160,-1,-1,-1
12595,12595,Torre 2,Giro Vila Matilde,Cobertura,2,1,94,-23.53561750,-46.52137160,-1,-1,-1
12596,12596,"Rua Amauri, 232",Torre única,Apartamento,3,1,140,-23.58080690,-46.68272070,1507120,1281050,1733190
12597,12597,"Rua Amauri, 513",Torre única,Apartamento,1,1,46,-23.58235310,-46.68479350,765647,650800,880494
12598,12598,"Rua Amauri, 513",Torre única,Apartamento,1,1,62,-23.58235310,-46.68479350,1031960,877165,1186750
12599,12599,"Rua Amauri, 513",Torre única,Cobertura,1,-1,231,-23.58235310,-46.68479350,3844880,3268150,4421610
12600,12600,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.51484690,-46.61017360,-1,-1,-1
12601,12601,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.51484690,-46.61017360,-1,-1,-1
12602,12602,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.51480480,-46.61014820,-1,-1,-1
12603,12603,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.51480480,-46.61014820,-1,-1,-1
12604,12604,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.51471140,-46.61011690,-1,-1,-1
12605,12605,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.51471140,-46.61011690,-1,-1,-1
12606,12606,"Rua Amazonas da Silva, 813",Torre única,Apartamento,2,1,63,-23.51291740,-46.60915900,-1,-1,-1
12607,12607,"Rua Amazonas da Silva, 813",Torre única,Apartamento,3,2,79,-23.51291740,-46.60915900,-1,-1,-1
12608,12608,"Rua Ambrizete, 180",Torre única,Apartamento,4,4,189,-23.62732170,-46.71939310,1351570,1081250,1621880
12609,12609,"Rua Ambrizete, 70",Torre única,Apartamento,1,2,70,-23.62721220,-46.71989610,649242,551856,746628
12610,12610,"Rua Ambrizete, 70",Torre única,Apartamento,2,2,100,-23.62721220,-46.71989610,927488,788365,1066610
12611,12611,Torre A,Torre única,Apartamento,2,1,71,-23.62722370,-46.71929960,620740,515214,732473
12612,12612,Torre A,Torre única,Apartamento,3,2,93,-23.62722370,-46.71929960,813082,674858,959436
12613,12613,"Rua Amelia Correa Fontes Guimaraes, 391",Torre única,Apartamento,2,1,62,-23.58922020,-46.72023880,601836,511560,692111
12614,12614,Torre 1,Torre única,Apartamento,4,3,250,-23.61260870,-46.70787090,1748680,1486370,2010980
12615,12615,Gisele,Torre única,Apartamento,4,4,211,-23.61106870,-46.70439710,1441580,1225340,1657810
12616,12616,Murano,Torre única,Apartamento,4,2,130,-23.61203120,-46.70684660,970384,824827,1115940
12617,12617,Murano,Torre única,Apartamento,4,2,142,-23.61203120,-46.70684660,1059960,900964,1218950
12618,12618,Murano,Torre única,Cobertura,4,3,250,-23.61203120,-46.70684660,1866120,1586200,2146040
12619,12619,"Rua Americo Alves Pereira Filho, 220",Torre única,Apartamento,5,3,300,-23.61118380,-46.70393290,1820260,1547220,2093300
12620,12620,"Rua Americo Alves Pereira Filho, 360",Torre única,Apartamento,3,2,140,-23.61184900,-46.70667500,910929,774290,1047570
12621,12621,"Rua Americo Alves Pereira Filho, 360",Torre única,Cobertura,3,3,375,-23.61184900,-46.70667500,2439990,2073990,2805990
12622,12622,"Rua Americo Alves Pereira Filho, 427",Torre única,Apartamento,4,4,240,-23.61194650,-46.70711500,1755970,1492570,2019360
12623,12623,"Rua Americo Alves Pereira Filho, 470",Torre única,Apartamento,4,2,182,-23.61112080,-46.70519820,1636490,1358290,1931060
12624,12624,"Rua Americo Alves Pereira Filho, 470",Torre única,Cobertura,4,3,230,-23.61112080,-46.70519820,2068100,1716520,2440350
12625,12625,"Rua Americo Alves Pereira Filho, 487",Torre única,Apartamento,4,5,337,-23.61116980,-46.70527320,2738530,2272980,3231470
12626,12626,"Rua Americo Alves Pereira Filho, 523",Torre única,Apartamento,4,4,200,-23.61120220,-46.70564350,1629200,1384820,1873580
12627,12627,Adele,Torre única,Apartamento,4,4,216,-23.61094890,-46.70484020,1195020,1051610,1350370
12628,12628,Hilda,Torre única,Apartamento,4,4,211,-23.61102950,-46.70523950,1428450,1214190,1642720
12629,12629,Elvira,Torre única,Apartamento,4,4,211,-23.61139110,-46.70337910,1362130,1157810,1566450
12630,12630,"Rua Américo Brasiliense, 1025",Torre única,Apartamento,2,2,50,-23.63425330,-46.69730830,559307,475411,643203
12631,12631,"Rua Américo Brasiliense, 1025",Torre única,Apartamento,2,2,51,-23.63425330,-46.69730830,570493,484919,656067
12632,12632,"Rua Americo Brasiliense, 1349",Torre única,Apartamento,3,2,82,-23.63268570,-46.70003690,860409,731347,989470
12633,12633,"Rua Americo Brasiliense, 1349",Torre única,Cobertura,3,3,129,-23.63268570,-46.70003690,1353570,1150530,1556610
12634,12634,"Rua Américo Brasiliense, 1490",Torre única,Conjunto,-1,-1,35,-23.63190520,-46.70088950,-1,-1,-1
12635,12635,"Rua Américo Brasiliense, 1765",Torre única,Conjunto,-1,-1,36,-23.63065560,-46.70356010,-1,-1,-1
12636,12636,"Rua Américo Brasiliense, 1923",Torre única,Conjunto,-1,-1,42,-23.62989030,-46.70508860,-1,-1,-1
12637,12637,"Rua Américo Brasiliense, 1923",Torre única,Conjunto,-1,-1,95,-23.62989030,-46.70508860,-1,-1,-1
12638,12638,"Rua Américo Brasiliense, 1923",Torre única,Conjunto,-1,-1,-1,-23.62989030,-46.70508860,-1,-1,-1
12639,12639,"Rua Americo Brasiliense, 2163",Torre única,Apartamento,-1,-1,-1,-23.62878940,-46.70678110,-1,-1,-1
12640,12640,"Rua Americo Brasiliense, 2201",Torre única,Apartamento,3,1,88,-23.62841500,-46.70722980,584335,496685,671985
12641,12641,"Rua Américo Brasiliense, 2224",Torre única,Apartamento,1,1,50,-23.62820970,-46.70731920,-1,-1,-1
12642,12642,"Rua Américo Brasiliense, 2224",Torre única,Apartamento,2,2,70,-23.62820970,-46.70731920,-1,-1,-1
12643,12643,"Rua Americo Ribeiro, 76",Torre única,Apartamento,3,2,69,-23.60400000,-46.61600000,637986,542288,733683
12644,12644,"Rua Américo Salvador Novelli, 154",Torre única,Conjunto,-1,1,31,-23.54061130,-46.45561790,-1,-1,-1
12645,12645,"Rua Américo Salvador Novelli, 154",Torre única,Conjunto,-1,5,420,-23.54061130,-46.45561790,-1,-1,-1
12646,12646,"Rua Américo Samarone, 441",Torre única,Apartamento,2,1,69,-23.60700160,-46.60260200,337613,280219,398383
12647,12647,"Rua Americo Sugai, 377",Torre única,Apartamento,2,1,45,-23.50380330,-46.45636630,-1,-1,-1
12648,12648,Praça Alvorada,Vila Nova Sabará - Praça Alvorada,Apartamento,2,1,61,-23.66882080,-46.69033420,298772,247981,352551
12649,12649,Praça Alvorada,Vila Nova Sabará - Praça Alvorada,Apartamento,3,2,81,-23.66882080,-46.69033420,396730,329286,468142
12650,12650,"Rua Amparo, 240",Torre única,Apartamento,2,1,49,-23.58767680,-46.58725600,-1,-1,-1
12651,12651,"Av. Anacê, 337",Torre única,Apartamento,2,1,48,-23.61960200,-46.75699800,-1,-1,-1
12652,12652,"Rua Analia Franco, 260",Torre única,Apartamento,4,3,153,-23.55883600,-46.57320800,-1,-1,-1
12653,12653,"Rua Analia Franco, 275",Torre única,Apartamento,3,1,110,-23.55907300,-46.57322700,-1,-1,-1
12654,12654,"Rua Analia Franco, 311",Torre única,Apartamento,3,2,112,-23.55931900,-46.57323200,-1,-1,-1
12655,12655,"Rua Anália Franco, 44",Torre única,Apartamento,1,1,70,-23.55718340,-46.57224160,-1,-1,-1
12656,12656,"Rua Anália Franco, 44",Torre única,Apartamento,3,1,280,-23.55718340,-46.57224160,-1,-1,-1
12657,12657,Torre 1,Torre única,Apartamento,-1,-1,-1,-23.49953270,-46.70044440,-1,-1,-1
12658,12658,Torre 1,Torre única,Apartamento,3,1,73,-23.49953270,-46.70044440,-1,-1,-1
12659,12659,"Rua Anatole de Baudot, 85",Torre única,Apartamento,3,2,68,-23.61718230,-46.73810160,480720,408612,552828
12660,12660,"Rua Anatole de Baudot, 85",Torre única,Cobertura,3,3,150,-23.61718230,-46.73810160,1060410,901350,1219470
12661,12661,"Rua Anatolia, 631",Torre única,Apartamento,4,4,216,-23.54186110,-46.72702880,2790590,2372000,3209170
12662,12662,"Rua Anatolia, 631",Torre única,Cobertura,4,4,430,-23.54186110,-46.72702880,5555330,4722030,6388630
12663,12663,"Rua Andrade Fernandes, 201",Torre única,Apartamento,4,4,202,-23.54499100,-46.70514300,-1,-1,-1
12664,12664,"Rua Andrade Fernandes, 201",Torre única,Apartamento,3,3,239,-23.54499100,-46.70514300,-1,-1,-1
12665,12665,"Rua Andrade Fernandes, 201",Torre única,Apartamento,4,4,365,-23.54499100,-46.70514300,-1,-1,-1
12666,12666,"Rua Andrade Fernandes, 303",Torre única,Conjunto,-1,-1,-1,-23.54570830,-46.70417920,-1,-1,-1
12667,12667,"Rua Andrade Reis, 30",Torre única,Apartamento,1,1,33,-23.55595430,-46.61959520,-1,-1,-1
12668,12668,"Rua Andrade Reis, 30",Torre única,Apartamento,2,1,55,-23.55595430,-46.61959520,-1,-1,-1
12669,12669,"Rua André Ampere, 34",Torre única,Conjunto,-1,-1,-1,-23.60972520,-46.69406730,-1,-1,-1
12670,12670,II  Delga,I DAVES,Apartamento,2,1,90,-23.54283200,-46.67731800,787823,669650,905997
12671,12671,II  Delga,II  DELGA,Apartamento,3,2,180,-23.54283200,-46.67731800,1575650,1339300,1811990
12672,12672,II  Delga,III   DELF,Apartamento,2,1,104,-23.54283200,-46.67731800,910374,773818,1046930
12673,12673,A,A,Apartamento,3,2,170,-23.58234320,-46.68136820,2026400,1722440,2330360
12674,12674,A,B,Apartamento,3,2,147,-23.58234320,-46.68136820,1752240,1489400,2015070
12675,12675,"Rua Andre Fernandes, 51",Torre única,Apartamento,4,3,198,-23.58099800,-46.68180340,2643510,2246980,3040040
12676,12676,"Rua Andre Fernandes, 51",Torre única,Cobertura,4,3,359,-23.58099800,-46.68180340,4793030,4074080,5511990
12677,12677,"Rua Andre Fernandes, 60",Torre única,Apartamento,3,2,150,-23.58107470,-46.68181870,1954890,1661660,2248130
12678,12678,"Rua Andre Mendes, 146",Torre única,Apartamento,3,3,165,-23.61538960,-46.62196490,1289630,1096190,1483080
12679,12679,"Rua Andre Mendes, 186",Torre única,Apartamento,3,4,120,-23.61567160,-46.62227430,1080220,918190,1242260
12680,12680,"Rua Andre Mendes, 186",Torre única,Cobertura,4,4,241,-23.61567160,-46.62227430,2169450,1844030,2494870
