,id,address,tower_name,building_type,rooms,garages,useful_area,latitude,longitude,point_estimate,minimum_estimate,maximum_estimate
0,0,"Alameda Itu, 254",Torre única,Apartamento,3,1,177,-23.56619840,-46.65689950,2111490,1794760,2428210
1,1,"Alameda Santos, 1398",Torre única,Apartamento,2,1,65,-23.56387020,-46.65560060,608870,517539,700200
2,2,"Avenida Paulista, 1195",Torre única,Apartamento,3,1,170,-23.56406910,-46.65356350,2102470,1787100,2417840
3,3,"Avenida Paulista, 1195",Torre única,Apartamento,4,3,223,-23.56406910,-46.65356350,2757950,2344260,3171640
4,4,"Alameda Santos, 1126",Torre única,Apartamento,3,1,100,-23.56533980,-46.65376750,1125720,956862,1294580
5,5,"Alameda Santos, 1126",Torre única,Apartamento,4,2,158,-23.56533980,-46.65376750,1778640,1511840,2045430
6,6,"Alameda Santos, 1325",Torre única,Apartamento,3,1,117,-23.56438620,-46.65524340,1055190,896909,1213470
7,7,"Avenida Paulista, 639",Torre única,Apartamento,3,1,180,-23.56748990,-46.64947270,1797000,1527450,2066550
8,8,"Avenida Paulista, 639",Torre única,Cobertura,3,1,350,-23.56748990,-46.64947270,3494160,2970040,4018280
9,9,"Alameda Santos, 734",Torre única,Apartamento,3,1,135,-23.56782630,-46.65079140,1339990,1138990,1540980
10,10,"Alameda Santos, 778",Torre única,Apartamento,3,1,140,-23.56761280,-46.65104170,1324360,1125710,1523020
11,11,"Alameda Itu, 402",Torre única,Apartamento,3,2,166,-23.56511880,-46.65773160,2066520,1756540,2376490
12,12,"Alameda Casa Branca, 327",Casa Branca,Apartamento,2,1,88,-23.56417040,-46.65790930,1046110,889194,1203030
13,13,"Alameda Casa Branca, 327",Casa Branca,Apartamento,2,-1,98,-23.56417040,-46.65790930,1164990,990238,1339730
14,14,"Alameda Casa Branca, 327",Casa Branca,Apartamento,3,2,159,-23.56417040,-46.65790930,1890130,1606610,2173650
15,15,"Alameda Casa Branca, 327",Casa Branca,Apartamento,3,2,225,-23.56417040,-46.65790930,2674710,2273510,3075920
16,16,"Alameda Casa Branca, 299",Torre única,Apartamento,3,2,223,-23.56395180,-46.65767250,2665610,2265770,3065450
17,17,"Alameda Itu, 282",Torre única,Apartamento,3,1,124,-23.56594860,-46.65700400,1191460,1012740,1370180
18,18,"Alameda Itu, 284",Torre única,Apartamento,3,1,70,-23.56570390,-46.65692880,776781,660264,893298
19,19,"Rua Pamplona, 943",Torre única,Apartamento,2,1,88,-23.56593020,-46.65577870,1192760,989994,1407460
20,20,"Alameda Campinas, 696",Torre única,Apartamento,3,1,198,-23.56714790,-46.65465530,1983640,1686100,2281190
21,21,"Alameda Itu, 136",Torre única,Apartamento,2,1,86,-23.56681120,-46.65602230,982990,835542,1130440
22,22,"Alameda Itu, 112",Torre única,Apartamento,3,2,160,-23.56686980,-46.65558350,1729690,1470230,1989140
23,23,"Alameda Campinas, 701",Torre única,Apartamento,2,2,96,-23.56737850,-46.65445530,1482680,1260280,1705090
24,24,"Alameda Campinas, 701",Torre única,Cobertura,3,2,159,-23.56737850,-46.65445530,2455690,2087340,2824050
25,25,"Alameda Campinas, 557",Torre única,Apartamento,3,1,180,-23.56644440,-46.65348550,1809650,1592490,2044910
26,26,"Alameda Campinas, 557",Torre única,Apartamento,3,2,270,-23.56644440,-46.65348550,2714480,2388740,3067360
27,27,"Alameda Campinas, 541",Torre única,Apartamento,3,1,160,-23.56623150,-46.65342790,1939130,1648260,2230000
28,28,"Alameda Campinas, 541",Torre única,Apartamento,3,1,177,-23.56623150,-46.65342790,2145160,1823380,2466930
29,29,"Alameda Campinas, 541",Torre única,Apartamento,3,1,204,-23.56623150,-46.65342790,2472390,2101530,2843240
30,30,"Alameda Santos, 1039",Torre única,Apartamento,3,2,235,-23.56616140,-46.65303920,2156960,1833410,2480500
31,31,"Alameda Santos, 927",Torre única,Apartamento,2,1,74,-23.56678230,-46.65235560,1012930,860992,1164870
32,32,"Alameda Santos, 687",Torre única,Apartamento,2,1,69,-23.56821340,-46.65054040,797288,677695,916881
33,33,"Alameda Santos, 687",Torre única,Apartamento,4,1,140,-23.56821340,-46.65054040,1617690,1375030,1860340
34,34,"Alameda Santos, 721",Torre única,Cobertura,3,1,220,-23.56798060,-46.65076700,1766660,1501660,2031650
35,35,"Alameda Santos, 721",Torre única,Apartamento,3,1,250,-23.56798060,-46.65076700,2007560,1706430,2308700
36,36,"Alameda Santos, 663",Marquesa de Santos,Apartamento,3,2,120,-23.56847790,-46.65049700,1306760,1110750,1502780
37,37,"Alameda Itu, 433",Torre única,Apartamento,4,2,222,-23.56527890,-46.65831850,2483220,2110730,2855700
38,38,"Alameda Franca, 432",Torre única,Apartamento,4,3,323,-23.56578890,-46.65877260,4554330,3871180,5237480
39,39,"Alameda Itu, 483",Torre única,Apartamento,4,2,182,-23.56491010,-46.65849150,2245630,1908790,2582470
40,40,"Avenida Nove de Julho, 2886",Torre única,Apartamento,4,1,237,-23.56564500,-46.65803400,2396430,2036970,2755900
41,41,"Alameda Casa Branca, 471",Torre única,Apartamento,3,3,225,-23.56513470,-46.65890020,2654700,2256490,3052900
42,42,"Alameda Casa Branca, 471",Torre única,Cobertura,3,4,480,-23.56513470,-46.65890020,5663350,4813850,6512860
43,43,"Alameda Franca, 406",Torre única,Apartamento,2,2,70,-23.56589690,-46.65877330,860776,731659,989892
44,44,"Alameda Franca, 406",Torre única,Cobertura,2,1,130,-23.56589690,-46.65877330,1598580,1358800,1838370
45,45,"Alameda Casa Branca, 491",Torre única,Apartamento,3,3,163,-23.56526570,-46.65903670,2230800,1896180,2565420
46,46,"Alameda Casa Branca, 491",Torre única,Cobertura,4,3,380,-23.56526570,-46.65903670,5200640,4420550,5980740
47,47,"Alameda Itu, 395",Torre única,Apartamento,1,-1,34,-23.56546250,-46.65797320,516015,428292,608898
48,48,"Alameda Itu, 395",Torre única,Apartamento,1,-1,37,-23.56546250,-46.65797320,561546,466083,662624
49,49,"Alameda Itu, 395",Torre única,Apartamento,1,-1,41,-23.56546250,-46.65797320,622253,516470,734259
50,50,"Alameda Itu, 395",Torre única,Apartamento,1,-1,44,-23.56546250,-46.65797320,667784,554261,787985
51,51,"Alameda Itu, 395",Torre única,Apartamento,1,-1,46,-23.56546250,-46.65797320,698138,579455,823803
52,52,"Alameda Casa Branca, 487",Torre única,Apartamento,4,3,190,-23.56523950,-46.65900940,2561330,2177130,2945530
53,53,"Alameda Casa Branca, 487",Torre única,Cobertura,4,4,421,-23.56523950,-46.65900940,5675370,4824060,6526680
54,54,"Avenida Nove de Julho, 2861",Torre única,Apartamento,3,2,240,-23.56589820,-46.65762310,2661870,2262590,3061150
55,55,"Alameda Franca, 302",Torre única,Apartamento,3,1,108,-23.56668720,-46.65792530,1188480,1010210,1366760
56,56,"Alameda Franca, 270",Torre única,Apartamento,3,1,163,-23.56687740,-46.65768820,1715550,1458220,1972890
57,57,"Alameda Franca, 260",Torre única,Apartamento,3,1,110,-23.56687250,-46.65755990,1015330,863032,1167630
58,58,"Alameda Itu, 265",Torre única,Apartamento,1,1,52,-23.56629430,-46.65716490,576859,490330,663388
59,59,"Alameda Itu, 265",Torre única,Apartamento,1,1,52,-23.56629430,-46.65716490,576859,490330,663388
60,60,"Alameda Itu, 265",Torre única,Apartamento,1,1,60,-23.56629430,-46.65716490,665606,565765,765447
61,61,"Alameda Itu, 265",Torre única,Apartamento,2,1,91,-23.56629430,-46.65716490,1009500,858077,1160930
62,62,"Alameda Itu, 265",Torre única,Apartamento,2,2,110,-23.56629430,-46.65716490,1220280,1037240,1403320
63,63,"Alameda Itu, 285",Torre única,Apartamento,1,1,56,-23.56615060,-46.65729690,617534,524904,710164
64,64,"Alameda Itu, 285",Torre única,Cobertura,1,1,108,-23.56615060,-46.65729690,1190960,1012310,1369600
65,65,"Alameda Franca, 318",Torre única,Apartamento,1,1,39,-23.56650990,-46.65798720,519255,430982,612721
66,66,"Alameda Franca, 114",Torre única,Apartamento,3,1,100,-23.56774420,-46.65657950,1069540,909107,1229970
67,67,"Alameda Franca, 74",Torre única,Apartamento,2,1,100,-23.56792810,-46.65604690,1359200,1155320,1563090
68,68,"Alameda Campinas, 834",Torre única,Apartamento,3,1,130,-23.56813000,-46.65557040,1366700,1161690,1571700
69,69,"Alameda Itu, 43",Torre única,Apartamento,3,2,106,-23.56758110,-46.65553110,1436740,1192490,1695350
70,70,"Alameda Itu, 43",Torre única,Cobertura,4,-1,480,-23.56758110,-46.65553110,6505980,5399960,7677060
71,71,"Alameda Itu, 137",Torre única,Apartamento,2,1,62,-23.56688000,-46.65617100,573663,487613,659712
72,72,"Alameda Itu, 137",Torre única,Apartamento,2,1,76,-23.56688000,-46.65617100,703199,597720,808679
73,73,"Alameda Franca, 162",Torre única,Apartamento,3,1,98,-23.56752380,-46.65683900,1144280,972635,1315920
74,74,"Alameda Franca, 162",Torre única,Apartamento,3,1,113,-23.56752380,-46.65683900,1319420,1121510,1517330
75,75,"Alameda Franca, 1449",Torre única,Apartamento,3,2,146,-23.55977900,-46.66623760,1655610,1407270,1903950
76,76,"Alameda Franca, 1449",Torre única,Cobertura,4,3,385,-23.55977900,-46.66623760,4365810,3710940,5020690
77,77,"Alameda Itu, 61",Torre única,Apartamento,1,1,53,-23.56747940,-46.65559580,753128,640158,866097
78,78,"Alameda Franca, 84",Torre única,Apartamento,3,2,140,-23.56794850,-46.65641850,1737110,1476550,1997680
79,79,"Alameda Itu, 93",Torre única,Apartamento,4,8,575,-23.56712480,-46.65583770,7656870,6508340,8805400
80,80,"Alameda Itu, 93",Torre única,Cobertura,4,12,949,-23.56712480,-46.65583770,12637200,10741600,14532700
81,81,"Alameda Franca, 32",Torre única,Apartamento,4,4,348,-23.56825160,-46.65602130,4578740,3891930,5265560
82,82,"Alameda Campinas, 862",Torre única,Apartamento,1,1,32,-23.56836980,-46.65557830,377531,320902,434161
83,83,"Alameda Campinas, 862",Torre única,Apartamento,2,2,59,-23.56836980,-46.65557830,696074,591662,800485
84,84,"Alameda Campinas, 781",Torre única,Apartamento,3,1,110,-23.56786340,-46.65492230,1490950,1237490,1759330
85,85,"Alameda Campinas, 781",Torre única,Apartamento,3,2,110,-23.56786340,-46.65492230,1490950,1237490,1759330
86,86,"Alameda Casa Branca, 615",Torre única,Apartamento,4,2,140,-23.56609550,-46.65989030,1777300,1510710,2043900
87,87,"Alameda Casa Branca, 615",Torre única,Cobertura,3,2,280,-23.56609550,-46.65989030,3554610,3021420,4087800
88,88,"Avenida Nove de Julho, 2976",Torre única,Apartamento,3,1,130,-23.56624220,-46.65858630,1290880,1097240,1484510
89,89,"Alameda Franca, 425",Torre única,Apartamento,3,2,120,-23.56598020,-46.65883860,1760410,1461140,2077290
90,90,"Alameda Franca, 425",Torre única,Apartamento,3,2,210,-23.56598020,-46.65883860,3080730,2557000,3635260
91,91,"Alameda Franca, 425",Torre única,Cobertura,6,5,690,-23.56598020,-46.65883860,10122400,8401580,11944400
92,92,"Alameda Franca, 435",Torre única,Apartamento,2,1,139,-23.56597320,-46.65892680,1508550,1282270,1734830
93,93,"Alameda Franca, 467",Torre única,Apartamento,4,2,280,-23.56562550,-46.65924220,3847200,3270120,4424280
94,94,"Alameda Casa Branca, 559",Torre única,Apartamento,4,3,307,-23.56576900,-46.65955560,4374220,3718090,5030350
95,95,"Alameda Casa Branca, 605",Torre única,Apartamento,3,2,170,-23.56603720,-46.65983050,1511870,1330450,1708420
96,96,"Alameda Franca, 279",Torre única,Apartamento,3,2,231,-23.56682550,-46.65780470,2571600,2185860,2957350
97,97,"Alameda Franca, 63",Torre única,Apartamento,4,2,150,-23.56828670,-46.65622760,2033120,1687490,2399080
98,98,"Alameda Franca, 870",Torre única,Apartamento,4,2,310,-23.56310840,-46.66192730,4648840,3951510,5346160
99,99,"Alameda Franca, 870",Torre única,Cobertura,4,2,580,-23.56310840,-46.66192730,8697820,7393150,10002500
100,100,"Alameda Franca, 139",Torre única,Apartamento,3,1,167,-23.56764810,-46.65686470,2121960,1803670,2440260
101,101,"Alameda Franca, 139",Torre única,Apartamento,2,2,180,-23.56764810,-46.65686470,2287140,1944070,2630220
102,102,"Alameda Campinas, 960",Torre única,Apartamento,3,1,134,-23.56905510,-46.65647820,1332910,1132970,1532850
103,103,"Alameda Franca, 1074",Torre única,Apartamento,4,1,174,-23.56196310,-46.66345600,2582350,2195000,2969710
104,104,"Alameda Franca, 1074",Torre única,Apartamento,3,1,210,-23.56196310,-46.66345600,3116640,2649140,3584130
105,105,"Alameda Franca, 35",Torre única,Apartamento,4,3,244,-23.56852050,-46.65607470,2967320,2522220,3412420
106,106,"Alameda Franca, 35",Torre única,Cobertura,4,6,500,-23.56852050,-46.65607470,6080580,5168490,6992660
107,107,"Alameda Campinas, 953",Torre única,Apartamento,3,2,134,-23.56898350,-46.65603920,1407000,1195950,1618050
108,108,"Alameda Campinas, 925",Torre única,Apartamento,3,2,190,-23.56877600,-46.65592920,2053450,1745430,2361470
109,109,"Alameda Campinas, 967",Torre única,Apartamento,3,2,184,-23.56905760,-46.65625000,2493960,2069990,2942870
110,110,"Alameda Campinas, 911",Torre única,Apartamento,3,1,150,-23.56875210,-46.65577780,1551600,1318860,1784340
111,111,"Rua Saint Hilaire, 118",Torre única,Apartamento,3,1,150,-23.57089660,-46.65398550,1583610,1346070,1821150
112,112,"Rua Saint Hilaire, 140",Torre única,Apartamento,3,1,129,-23.57081070,-46.65407490,1785970,1518080,2053870
113,113,"Rua Saint Hilaire, 90",Torre única,Apartamento,3,1,116,-23.57108950,-46.65374230,1369220,1163840,1574610
114,114,"Rua Saint Hilaire, 60",Torre única,Apartamento,2,1,84,-23.57124670,-46.65360130,723804,636948,817899
115,115,"Rua Saint Hilaire, 79",Torre única,Apartamento,1,1,35,-23.57136950,-46.65384490,393219,334236,452202
116,116,"Rua Saint Hilaire, 79",Torre única,Cobertura,1,1,60,-23.57136950,-46.65384490,674089,572976,775203
117,117,"Rua Saint Hilaire, 145",Torre única,Apartamento,2,2,114,-23.57099750,-46.65411750,1772190,1506360,2038010
118,118,"Rua Saint Hilaire, 145",Torre única,Cobertura,3,4,228,-23.57099750,-46.65411750,3544370,3012710,4076030
119,119,"Rua Bela Cintra, 1222",Torre única,Apartamento,4,2,293,-23.55719510,-46.66275330,3875850,3294470,4457230
120,120,"Rua Bela Cintra, 1332",Torre única,Apartamento,3,1,136,-23.55795520,-46.66350600,1491870,1268090,1715650
121,121,"Rua Bela Cintra, 1318",Torre única,Apartamento,2,1,85,-23.55784180,-46.66341640,1084460,921792,1247130
122,122,"Alameda Santos, 2527",Torre única,Apartamento,3,1,191,-23.55689070,-46.66378720,2066060,1756150,2375970
123,123,"Alameda Santos, 2491",Torre única,Apartamento,2,1,127,-23.55710410,-46.66355320,1435590,1220250,1650920
124,124,"Rua Bela Cintra, 1347",Torre única,Apartamento,3,2,190,-23.55817040,-46.66357310,2787320,2313480,3289040
125,125,"Rua Haddock Lobo, 708",Torre única,Apartamento,3,2,180,-23.55855720,-46.66264440,2111990,1795190,2428790
126,126,"Alameda Santos, 2359",Torre única,Apartamento,3,2,165,-23.55795180,-46.66272720,1909770,1623310,2196240
127,127,"Alameda Santos, 2415",Torre única,Apartamento,3,1,162,-23.55747240,-46.66309930,1684950,1432200,1937690
128,128,"Rua Bela Cintra, 1307",Torre única,Apartamento,3,2,100,-23.55791600,-46.66330000,1251190,1063510,1438870
129,129,"Rua Bela Cintra, 1307",Torre única,Cobertura,3,2,200,-23.55791600,-46.66330000,2502380,2127030,2877740
130,130,"Alameda Santos, 2055",Torre única,Apartamento,4,1,170,-23.55981970,-46.66043590,2493920,2069950,2942830
131,131,"Alameda Min Rocha Azevedo, 412",Torre única,Apartamento,4,2,168,-23.56165670,-46.65983840,2464580,2045600,2908200
132,132,"Alameda Min Rocha Azevedo, 384",Torre única,Apartamento,4,4,348,-23.56152410,-46.65961440,4546180,3864250,5228100
133,133,"Alameda Santos, 1991",Torre única,Apartamento,2,1,98,-23.56019190,-46.65993290,911964,802528,1030520
134,134,"Alameda Santos, 1991",Torre única,Apartamento,3,2,200,-23.56019190,-46.65993290,1861150,1637810,2103100
135,135,"Alameda Min Rocha Azevedo, 373",Torre única,Apartamento,2,2,70,-23.56157190,-46.65943510,1026910,852334,1211750
136,136,"Rua Peixoto Gomide, 1014",Torre única,Apartamento,2,1,186,-23.56204020,-46.65838520,2466920,2096880,2836960
137,137,"Rua Bela Cintra, 1466",Torre única,Apartamento,3,2,145,-23.55870530,-46.66445690,1731280,1471590,1990970
138,138,"Rua Bela Cintra, 1450",Torre única,Apartamento,1,-1,50,-23.55856440,-46.66439680,733506,608810,865537
139,139,"Rua Bela Cintra, 1424",Torre única,Apartamento,3,1,138,-23.55843220,-46.66422560,1633800,1388730,1878870
140,140,"Rua Bela Cintra, 1424",Torre única,Cobertura,3,2,240,-23.55843220,-46.66422560,2841390,2415180,3267600
141,141,"Alameda Itu, 1420",Torre única,Apartamento,4,3,307,-23.55879130,-46.66511870,4525120,3846350,5203880
142,142,"Rua Bela Cintra, 1490",Torre única,Apartamento,4,2,130,-23.55896450,-46.66457150,1737470,1476850,1998100
143,143,"Rua Bela Cintra, 1413",Torre única,Apartamento,1,1,53,-23.55846150,-46.66388490,777516,645339,917469
144,144,"Rua Bela Cintra, 1413",Torre única,Apartamento,2,1,75,-23.55846150,-46.66388490,1100260,913215,1298310
145,145,"Alameda Itu, 1324",Torre única,Apartamento,3,1,160,-23.55938560,-46.66441460,1680380,1428320,1932430
146,146,"Rua Bela Cintra, 1467",Torre única,Apartamento,3,2,163,-23.55887330,-46.66432310,2557030,2173480,2940590
147,147,"Rua Bela Cintra, 1467",Torre única,Cobertura,3,3,330,-23.55887330,-46.66432310,5176820,4400290,5953340
148,148,"Alameda Itu, 1292",Torre única,Apartamento,3,3,283,-23.55959570,-46.66417540,3988640,3390340,4586930
149,149,"Alameda Itu, 1172",Torre única,Apartamento,3,1,90,-23.56027920,-46.66335380,981992,834693,1129290
150,150,"Alameda Itu, 1172",Torre única,Apartamento,3,1,98,-23.56027920,-46.66335380,1069280,908888,1229670
151,151,"Alameda Itu, 1172",Torre única,Cobertura,4,2,190,-23.56027920,-46.66335380,2073090,1762130,2384060
152,152,"Rua Haddock Lobo, 829",Torre única,Apartamento,2,3,136,-23.55965460,-46.66334130,2162930,1838490,2487370
153,153,"Rua Haddock Lobo, 829",Torre única,Cobertura,2,3,228,-23.55965460,-46.66334130,3626080,3082170,4170000
154,154,"Alameda Itu, 1030",A,Apartamento,2,1,105,-23.56117820,-46.66237700,1394950,1185710,1604190
155,155,"Alameda Itu, 1030",A,Apartamento,3,2,220,-23.56117820,-46.66237700,2922750,2484340,3361160
156,156,"Alameda Itu, 1030",B,Apartamento,2,1,115,-23.56117820,-46.66237700,1527800,1298630,1756970
157,157,"Alameda Itu, 1030",B,Cobertura,3,1,210,-23.56117820,-46.66237700,2789900,2371410,3208380
158,158,"Alameda Itu, 890",Torre única,Apartamento,3,2,347,-23.56217950,-46.66131820,4976850,4230320,5723380
159,159,"Alameda Min Rocha Azevedo, 464",Torre única,Apartamento,3,2,159,-23.56199770,-46.66014880,1908140,1621920,2194360
160,160,"Alameda Itu, 820",Torre única,Apartamento,4,2,160,-23.56255890,-46.66085440,2347220,1948190,2769720
161,161,"Alameda Itu, 820",Torre única,Apartamento,4,2,223,-23.56255890,-46.66085440,3271440,2715290,3860300
162,162,"Alameda Itu, 846",Torre única,Apartamento,3,2,178,-23.56236570,-46.66100210,2701490,2242240,3187760
163,163,"Alameda Min Rocha Azevedo, 495",Torre única,Apartamento,3,1,146,-23.56221760,-46.66028850,1895290,1611000,2179590
164,164,"Alameda Min Rocha Azevedo, 545",Torre única,Apartamento,4,1,166,-23.56252560,-46.66056700,1995270,1695980,2294560
165,165,"Alameda Itu, 738",Torre única,Apartamento,4,2,365,-23.56304360,-46.66047290,6998550,5598840,8398260
166,166,"Rua Peixoto Gomide, 1214",Torre única,Apartamento,3,1,212,-23.56340450,-46.65976040,3110070,2581350,3669880
167,167,"Rua Peixoto Gomide, 1210",Torre única,Apartamento,3,2,144,-23.56312970,-46.65959240,1845970,1569070,2122870
168,168,"Rua Peixoto Gomide, 1210",Torre única,Apartamento,3,2,160,-23.56312970,-46.65959240,2051080,1743420,2358740
169,169,"Rua Peixoto Gomide, 1210",Torre única,Cobertura,4,4,470,-23.56312970,-46.65959240,6025040,5121290,6928800
170,170,"Rua Peixoto Gomide, 1186",1,Apartamento,3,2,132,-23.56304870,-46.65943350,1520610,1292520,1748700
171,171,"Rua Peixoto Gomide, 1186",1,Apartamento,3,2,136,-23.56304870,-46.65943350,1566690,1331690,1801690
172,172,"Rua Peixoto Gomide, 1186",1,Apartamento,3,2,140,-23.56304870,-46.65943350,1612770,1370850,1854680
173,173,"Rua Peixoto Gomide, 1186",1,Cobertura,3,2,255,-23.56304870,-46.65943350,2937540,2496910,3378180
174,174,"Rua Peixoto Gomide, 1186",2,Apartamento,-1,-1,-1,-23.56304870,-46.65943350,-1,-1,-1
175,175,"Rua Peixoto Gomide, 1140",Torre única,Apartamento,4,5,353,-23.56282610,-46.65920760,8854490,7526320,10182700
176,176,"Rua Peixoto Gomide, 1140",Torre única,Cobertura,4,5,680,-23.56282610,-46.65920760,17056800,14498300,19615300
177,177,"Alameda Itu, 1579",Torre única,Apartamento,3,2,105,-23.55790180,-46.66630750,923515,784988,1062040
178,178,"Alameda Franca, 1570",Torre única,Apartamento,2,2,74,-23.55881500,-46.66697490,1180850,1003720,1357980
179,179,"Alameda Franca, 1570",Torre única,Apartamento,2,2,90,-23.55881500,-46.66697490,1436170,1220740,1651590
180,180,"Alameda Franca, 1496",Torre única,Apartamento,2,1,77,-23.55924300,-46.66627830,1129600,937567,1332930
181,181,"Alameda Franca, 1496",Torre única,Apartamento,3,1,108,-23.55924300,-46.66627830,1584370,1315030,1869560
182,182,"Rua Bela Cintra, 1642",Torre única,Apartamento,3,1,117,-23.55981170,-46.66568010,1266070,1076160,1455980
183,183,"Rua Bela Cintra, 1604",Torre única,Apartamento,2,1,98,-23.55959610,-46.66524760,1042360,886003,1198710
184,184,"Rua Bela Cintra, 1604",Torre única,Apartamento,3,1,180,-23.55959610,-46.66524760,1914530,1627350,2201710
185,185,"Rua Bela Cintra, 1538",Torre única,Apartamento,2,1,135,-23.55930620,-46.66492510,1477040,1255480,1698590
186,186,"Alameda Itu, 1473",Torre única,Apartamento,2,1,80,-23.55854700,-46.66556580,1114960,947716,1282200
187,187,"Alameda Itu, 1437",Torre única,Apartamento,3,2,105,-23.55879160,-46.66539670,1167240,992157,1342330
188,188,"Rua Bela Cintra, 1558",Torre única,Apartamento,3,1,115,-23.55943150,-46.66505560,1679700,1427740,1931650
189,189,"Rua Bela Cintra, 1558",Torre única,Cobertura,4,2,215,-23.55943150,-46.66505560,3140300,2669260,3611350
190,190,"Rua Bela Cintra, 1600",Torre única,Apartamento,4,3,263,-23.55942220,-46.66534270,4936450,4195990,5676920
191,191,"Rua Bela Cintra, 1600",Torre única,Cobertura,3,6,527,-23.55942220,-46.66534270,9891680,8407930,11375400
192,192,"Rua Haddock Lobo, 988",Torre única,Apartamento,3,1,101,-23.56046810,-46.66448910,1159620,985679,1333570
193,193,"Rua Haddock Lobo, 988",Torre única,Cobertura,3,1,200,-23.56046810,-46.66448910,2296280,1951840,2640720
194,194,"Rua Haddock Lobo, 1030",Torre única,Apartamento,2,-1,100,-23.56081410,-46.66474040,1467010,1217620,1731070
195,195,"Alameda Itu, 1309",Torre única,Apartamento,3,2,180,-23.55951680,-46.66443150,2180140,1853120,2507160
196,196,"Alameda Itu, 1309",Torre única,Cobertura,4,2,218,-23.55951680,-46.66443150,2640390,2244330,3036450
197,197,"Alameda Franca, 1282",Torre única,Apartamento,3,1,112,-23.56060690,-46.66501250,1342970,1141520,1544410
198,198,"Rua Haddock Lobo, 964",Torre única,Apartamento,3,2,120,-23.56028630,-46.66431680,1500960,1275820,1726110
199,199,"Alameda Franca, 1314",Torre única,Apartamento,3,2,155,-23.56042730,-46.66522290,1550320,1317780,1782870
200,200,"Alameda Itu, 1299",Torre única,Apartamento,3,1,175,-23.55969710,-46.66432840,1796010,1526610,2065410
201,201,"Alameda Itu, 1267",Torre única,Apartamento,3,2,108,-23.55978890,-46.66412580,1345000,1143250,1546750
202,202,"Alameda Itu, 1267",Torre única,Apartamento,3,3,136,-23.55978890,-46.66412580,1693700,1439650,1947760
203,203,"Alameda Itu, 1329",Torre única,Apartamento,4,3,167,-23.55949110,-46.66457930,1762890,1498450,2027320
204,204,"Rua Bela Cintra, 1611",Torre única,Apartamento,3,2,142,-23.55992560,-46.66535760,1619080,1376220,1861940
205,205,"Rua Haddock Lobo, 959",Torre única,Apartamento,3,2,120,-23.56033730,-46.66410510,1347760,1145590,1549920
206,206,"Rua Haddock Lobo, 999",Torre única,Apartamento,3,2,150,-23.56054580,-46.66429610,2088210,1774980,2401440
207,207,"Rua Haddock Lobo, 999",Torre única,Apartamento,4,3,240,-23.56054580,-46.66429610,3341130,2839960,3842300
208,208,"Rua Haddock Lobo, 999",Torre única,Cobertura,4,5,400,-23.56054580,-46.66429610,5568550,4733270,6403830
209,209,"Alameda Itu, 1183",Torre única,Apartamento,3,1,169,-23.56041810,-46.66351780,-1,-1,-1
210,210,"Alameda Itu, 1209",Torre única,Apartamento,3,1,115,-23.56027550,-46.66376060,1269220,1078840,1459600
211,211,"Alameda Franca, 1034",Torre única,Apartamento,2,1,82,-23.56220330,-46.66317020,947122,805053,1089190
212,212,"Alameda Itu, 999",Torre única,Apartamento,3,1,140,-23.56148060,-46.66232240,1613660,1371610,1855710
213,213,"Alameda Itu, 999",Torre única,Apartamento,3,1,250,-23.56148060,-46.66232240,2881530,2449300,3313760
214,214,"Alameda Itu, 1043",Torre única,Apartamento,3,1,125,-23.56123290,-46.66259580,1833770,1522030,2163840
215,215,"Alameda Itu, 1025",Torre única,Apartamento,3,1,115,-23.56133440,-46.66248390,1397230,1187640,1606810
216,216,"Alameda Itu, 885",Torre única,Apartamento,4,3,354,-23.56221480,-46.66154290,3782410,3328520,4274120
217,217,"Alameda Itu, 859",Torre única,Apartamento,2,1,90,-23.56236390,-46.66129090,1193550,1014510,1372580
218,218,"Alameda Itu, 859",Torre única,Apartamento,2,1,119,-23.56236390,-46.66129090,1578130,1341410,1814850
219,219,"Alameda Itu, 823",Torre única,Apartamento,4,3,327,-23.56275330,-46.66115110,4859320,4130420,5588220
220,220,"Alameda Min Rocha Azevedo, 628",Torre única,Apartamento,3,1,95,-23.56297030,-46.66116650,1207750,1026590,1388910
221,221,"Alameda Min Rocha Azevedo, 628",Torre única,Cobertura,3,2,350,-23.56297030,-46.66116650,4449600,3782160,5117040
222,222,"Alameda Min Rocha Azevedo, 644",Scorpions,Apartamento,3,1,100,-23.56319670,-46.66139890,1007190,856115,1158270
223,223,"Alameda Min Rocha Azevedo, 644",Scorpions,Cobertura,3,1,400,-23.56319670,-46.66139890,4028780,3424460,4633090
224,224,"Alameda Franca, 910",Torre única,Apartamento,4,3,493,-23.56300250,-46.66225080,7853350,6675350,9031350
225,225,"Alameda Itu, 929",Torre única,Apartamento,3,4,288,-23.56196190,-46.66175150,4693920,3989830,5398000
226,226,"Alameda Itu, 911",Torre única,Apartamento,5,5,305,-23.56200690,-46.66171990,6964300,5919650,8008940
227,227,"Alameda Itu, 911",Torre única,Apartamento,5,5,315,-23.56200690,-46.66171990,7192630,6113740,8271530
228,228,"Alameda Itu, 911",Torre única,Apartamento,5,5,372,-23.56200690,-46.66171990,8494160,7220040,9768280
229,229,"Alameda Itu, 911",Torre única,Cobertura,4,6,450,-23.56200690,-46.66171990,10275200,8733910,11816500
